"Retrieve shipment information","Bekijk Verzend informatie"
"Return to Stock","Return to Stock"
"Returned","Returned"
"Returns","Returns"
"Revenue","Revenue"
"Row Subtotal","Row Subtotal"
"Row Total","Rij Totaal"
"SKU","PCode"
"Sales","Sales"
"Sales Discount","Sales Discount"
"Sales Emails","Sales Emails"
"Sales Emails Section","Sales Emails Section"
"Sales Invoice Print View","Sales Invoice Print View"
"Sales Items","Sales Items"
"Sales Order Print View","Sales Order Print View"
"Sales Section","Sales Section"
"Sales Shipment Print View","Sales Shipment Print View"
"Sales Shipping","Sales Shipping"
"Sales Tax","Sales Tax"
"Sales Total","Sales Total"
"Same As Billing Address","Zelfde als factuuradres"
"Save Order Address","Bewaar Bestel Adres"
"Save Status","Save Status"
"Save Status Assignment","Save Status Assignment"
"Save in address book","Bewaar in adresboek"
"Save multiple shipping addresses","Meerdere verzendadressen opslaan"
"Schedule","Schedule"
"Site Map","Overzicht site"
"Search","Zoek"
"Search Terms","Zoektermen"
"Search entire store here...","Zoek..."
"Search entire store here","Zoek"
"Select","Selecteer"
"Select All","Selecteer Alles"
"Select from existing customer addresses:","Selecteer uit bestaande klant adressen:"
"Selected option(s) or their combination is not currently available.","Selected option(s) or their combination is not currently available."
"Send Credit Memo Comment Email Copy To","Send Credit Memo Comment Email Copy To"
"Send Credit Memo Comments Email Copy Method","Send Credit Memo Comments Email Copy Method"
"Send Credit Memo Email Copy Method","Send Credit Memo Email Copy Method"
"Send Credit Memo Email Copy To","Send Credit Memo Email Copy To"
"Send Email","Verzend Email"
"Send Invoice Comment Email Copy To","Send Invoice Comment Email Copy To"
"Send Invoice Comments Email Copy Method","Send Invoice Comments Email Copy Method"
"Send Invoice Email Copy Method","Send Invoice Email Copy Method"
"Send Invoice Email Copy To","Send Invoice Email Copy To"
"Send Order Comment Email Copy To","Send Order Comment Email Copy To"
"Send Order Comments Email Copy Method","Send Order Comments Email Copy Method"
"Send Order Email","Send Order Email"
"Send Order Email Copy Method","Send Order Email Copy Method"
"Send Order Email Copy To","Send Order Email Copy To"
"Send Sales Emails","Send Sales Emails"
"Send Shipment Comment Email Copy To","Send Shipment Comment Email Copy To"
"Send Shipment Comments Email Copy Method","Send Shipment Comments Email Copy Method"
"Send Shipment Email Copy Method","Send Shipment Email Copy Method"
"Send Shipment Email Copy To","Send Shipment Email Copy To"
"Send Tracking Information","Send Tracking Information"
"Send shipment info","Send shipment info"
"Set order for existing transactions not allowed","Set order for existing transactions not allowed"
"Ship","Verzend"
"Ship To","Leveringsadres"
"Ship to Name","Verzend Aan Naam"
"Ship to:","Leveringsadres:"
"Shipment","Verzending"
"Shipment #","Verzending #"
"Shipment #%1$s | %3$s (%2$s)","Verzending #%1$s | %3$s (%2$s)"
"Shipment #%s","Verzending #%s"
"Shipment Comment Email Sender","Shipment Comment Email Sender"
"Shipment Comment Email Template","Shipment Comment Email Template"
"Shipment Comment Email Template for Guest","Shipment Comment Email Template for Guest"
"Shipment Comments","Verzending Opmerkingen"
"Shipment Email Sender","Shipment Email Sender"
"Shipment Email Template","Shipment Email Template"
"Shipment Email Template for Guest","Shipment Email Template for Guest"
"Shipment Update","Verzending Update"
"Shipment Update for Guest","Shipment Update for Guest"
"Shipments","Verzendingen"
"Shipped","Verzonden"
"Shipped By","Verzonden door"
"Shipping","Verzending"
"Shipping & Handling","Verzending"
"Shipping &amp; Handling","Verzending"
"Shipping &amp; Handling Information","Verzend Informatie"
"Shipping Address","Leveringsadres"
"Shipping Amount","Verzend Bedrag"
"Shipping Information","Verzend Informatie"
"Shipping Method","Verzendwijze"
"Shipping Method:","Verzendwijze:"
"Shipping Refund","Verzending Refund"
"Shipping and Tracking Information","Verzending Tracking Informatie"
"Shopping Cart","Winkelmand"
"Show Packages","Toon Pakketten"
"Signature Confirmation","Signature Confirmation"
"Signed Up From","Signed Up From"
"Size","Maat"
"Sku","Prdcode"
"Sold to:","Factuuradres:"
"Some item options or their combination are not currently available.","Bepaalde items of combinaties zijn momenteel niet beschikbaar."
"Some of the products below do not have all the required options.","Bepaalde producten hebben niet alle verplichte opties."
"Some of the selected options are not currently available.","Bepaalde selecties zijn momenteel niet beschikbaar."
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"Source object is not specified.","Source object is not specified."
"Specified profile does not exist.","Specified profile does not exist."
"State Code [State Title]","State Code [State Title]"
"State/Province","State/Province"
"Status","Status"
"Status Code","Status Code"
"Status Label","Status Label"
"Status:","Status:"
"Store","Winkel"
"Store Credit","Store Credit"
"Store View Specific Labels","Store View Specific Labels"
"Street Address","Straat"
"Submit Comment","Voeg opmerking toe"
"Submit Credit Memo","Submit Credit Memo"
"Submit Invoice","Submit Invoice"
"Submit Invoice and Shipment","Submit Invoice and Shipment"
"Submit Order","Plaats Bestelling"
"Submit Shipment","Submit Shipment"
"Subscribe to Newsletter","Subscribe to Newsletter"
"Subscribe to Order Status","Subscribe to Order Status"
"Subtotal","Subtotaal"
"Subtotal after discount.","Subtotaal na korting."
"Subtotal:","Subtotaal:"
"Suspected Fraud","Suspected Fraud"
"Suspend","Suspend"
"Suspended","Suspended"
"Tax","BTW"
"Tax Amount","Btw Bedrag"
"Tax Percent","Btw Percentage"
"Telephone","Telefoon"
"Thank you for trusting ","We danken je voor het vertrouwen in "
"The price of your rental article has been set to 0, you will pay for this article within 10 days after receiving the monthly invoice.","De prijs van je verhuurartikel werd op 0 gezet, je betaalt deze binnen de 10 dagen na ontvangst maandelijkse factuur."
"The price of your article has been set to 0, you will receive the invoice directly from the supplier.","De prijs van je artikel werd op 0 gezet, je ontvangt de factuur voor dit artikel rechtstreeks van de leverancier."
"The Order State ""%s"" must not be set manually.","The Order State ""%s"" must not be set manually."
"The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract.","The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract."
"The billing agreement ""%s"" has been canceled.","The billing agreement ""%s"" has been canceled."
"The billing agreement ""%s"" has been created.","The billing agreement ""%s"" has been created."
"The coupon code has been accepted.","The coupon code has been accepted."
"The message has been sent.","De boodschap is verzonden."
"The message was sent.","De boodschap werd verzonden."
"The order address has been updated.","Het besteladres werd aangepast."
"The order email has been sent.","The order email has been sent."
"The order has been cancelled.","Deze bestelling werd geannuleerd."
"The order has been created.","Deze bestelling werd aangemaakt."
"The order has been put on hold.","The order has been put on hold."
"The order has been released from holding status.","The order has been released from holding status."
"The order has not been cancelled.","The order has not been cancelled."
"The order status has been assigned.","The order status has been assigned."
"The order status has been saved.","The order status has been saved."
"The order status has been unassigned.","The order status has been unassigned."
"The order was not put on hold.","The order was not put on hold."
"The order was not unheld.","The order was not unheld."
"The order was placed using %s","De bestelling werd geplaatst in %s"
"The order(s) cannot be canceled","The order(s) cannot be canceled"
"The payment has been accepted.","The payment has been accepted."
"The payment has been denied.","The payment has been denied."
"The payment has been voided.","The payment has been voided."
"The profile has been updated.","The profile has been updated."
"The profile has no changes.","The profile has no changes."
"The profile state has been updated.","The profile state has been updated."
"The quantity you want to add exceeds the total shipped quantity for some of selected Product(s)","The quantity you want to add exceeds the total shipped quantity for some of selected Product(s)"
"The requested Payment Method is not available.","The requested Payment Method is not available."
"The shipping label has been created.","The shipping label has been created."
"The transaction ""%s"" (%s) is already closed.","The transaction ""%s"" (%s) is already closed."
"The transaction ""%s"" cannot be captured yet.","The transaction ""%s"" cannot be captured yet."
"The requested quantity for ""%s"" is not available.","De gevraagde hoeveelheid voor ""%s"" is niet beschikbaar."
"The value that you entered is not valid.","De ingevoerde waarde is ongeldig."
"There are no billing agreements yet.","There are no billing agreements yet."
"There are no printable documents related to selected orders.","There are no printable documents related to selected orders."
"There are no shipping labels related to selected orders.","There are no shipping labels related to selected orders."
"There are no shipping labels related to selected shipments.","There are no shipping labels related to selected shipments."
"There is no need to approve this payment.","There is no need to approve this payment."
"There is no need to deny this payment.","There is no need to deny this payment."
"There is no update for the payment.","There is no update for the payment."
"This message will be shown in shopping cart when subtotal after discount less than minimum amount.","This message will be shown in shopping cart when subtotal after discount less than minimum amount."
"This operation requires an existing transaction object.","This operation requires an existing transaction object."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed.","This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed."
"This order no longer exists.","Deze bestelling bestaan niet langer."
"This product does not have any configurable options","This product does not have any configurable options"
"This profile state cannot be changed to ""%s"".","This profile state cannot be changed to ""%s""."
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?","This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?"
"This article will be shipped directly from the supplier.","Dit artikel wordt rechtstreeks door de leverancier bezorgd."
"Tier Pricing","Tier Pricing"
"Title","Titel"
"To","Tot"
"To Name","Aan Naam"
"To:","Tot:"
"Total","Totaal"
"Total %d product(s)","Totaal %d product(en)"
"Total %d records found","Totaal %d rij(en) gevonden."
"Total (ex)","Totaal (ex)"
"Total (inc)","Totaal (inc)"
"Total Due","Totaal Te Betalen"
"Total Invoiced","Totaal Gefactureerd"
"Total Invoiced Paid","Totaal Gefactureerd Betaald"
"Total Invoiced VS Paid Report","Total Invoiced VS Paid Report"
"Total Invoiced not Paid","Totaal Gefactureerd Onbetaald"
"Total Ordered Report","Total Ordered Report"
"Total Paid","Totaal Betaald"
"Total Qty","Totaal Aantal"
"Total Refund","Totaal Refund"
"Total Refunded","Totaal Refunded"
"Total Refunded Report","Totaal Refunded Report"
"Total Sales Shipping","Totaal Sales Shipping"
"Total Shipped Report","Totaal Shipped Report"
"Total Shipping","Totaal Verzonden"
"Total Shipping Charges","Totaal Transportkost"
"Total Tax","Totaal Btw"
"Total Weight","Totaal Gewicht"
"Total model should be extended from Mage_Sales_Model_Order_Total_Abstract.","Total model should be extended from Mage_Sales_Model_Order_Total_Abstract."
"Track Order","Track Order"
"Track all shipment(s)","Track all shipment(s)"
"Track all shipments","Track all shipments"
"Track this shipment","Track this shipment"
"Track your order","Traceer je bestelling"
"Tracking","Tracking"
"Tracking Number","Tracking nr."
"Tracking Number(s):","Tracking Nr(s):"
"Transaction ""%s"" was already processed.","Transaction ""%s"" was already processed."
"Transaction # %s | %s","Transaction # %s | %s"
"Transaction ID","Transaction ID"
"Transaction ID must not be empty.","Transaction ID must not be empty."
"Transaction ID: ""%s"".","Transaction ID: ""%s""."
"Transaction Type","Transaction Type"
"Transactions","Transactions"
"Trial ","Trial "
"Trial Payment","Trial Payment"
"Trial Period","Trial Period"
"Trial period payment","Trial period payment"
"Type","Type"
"Unassign","Unassign"
"Unhold","Unhold"
"Unhold action is not available.","Unhold action is not available."
"Unhold order","Unhold order"
"Unknown State","Onbekende Status"
"Unknown Status","Onbekende Status"
"Unsupported transaction type ""%s"".","Unsupported transaction type ""%s""."
"Update Changes","Update Changes"
"Update Items and Qty\'s","Update Items and Qty\'s"
"Update Qty\'s","Pas N\'s aan"
"Updated At","Aangepast op"
"Updated:","Aangepast:"
"Use Aggregated Data (beta)","Use Aggregated Data (beta)"
"Use Order Status As Default","Use Order Status As Default"
"Validate Each Address Separately in Multi-address Checkout","Validate Each Address Separately in Multi-address Checkout"
"Value","Waarde"
"View","Bekijk"
"View Another Order","Bekijk andere bestelling"
"View and track orders and more","Bestellingen opvolgen"
"View Order","Bekijk Bestelling"
"View ""%s"" per page","Bekijk ""%s"" per pagina"
"View %s per page","Bekijk %s per pagina"
"Visible on Frontend","Zichtbaar voor klanten"
"Void","Void"
"Void invoice","Void invoice"
"Voided authorization.","Voided authorization."
"Website","Website"
"Weight","Gewicht"
"Whether buyer can define the date when billing for the profile begins.","Whether buyer can define the date when billing for the profile begins."
"Width","Breedte"
"Wishlist","Wenslijst"
"Wrong billing agreement ID specified.","Wrong billing agreement ID specified."
"Wrong quote item id to update configuration.","Wrong quote item id to update configuration."
"Wrong state: ""%s"".","Wrong state: ""%s""."
"Who told you about us","Waar hoorde u van ons"
"Yes","Ja"
"You can leave a box blank if you don\'t wish to add a gift message for whole order","You can leave a box blank if you don\'t wish to add a gift message for whole order"
"You don\'t have permissions to manage this order because of one or more products are not permitted for your website.","You don\'t have permissions to manage this order because of one or more products are not permitted for your website."
"You have placed no orders.","U plaatste nog geen bestelling."
"You will be redirected to the payment system website.","You will be redirected to the payment system website."
"Your credit card will be charged for","Your credit card will be charged for"
"ZIP Code","Postcode"
"ZIP/Post Code","Postcode"
"Zip/Postal Code","Postscode"
"cm","cm"
"in","in"
"kg","kg"
"lb","lb"
"the credit memo email is not sent","the credit memo email is not sent"
"the credit memo email was sent","the credit memo email was sent"
"the invoice email is not sent","the invoice email is not sent"
"the invoice email was sent","the invoice email was sent"
"the order confirmation email is not sent","Bevestigingsmail van bestelling niet verzonden"
"the order confirmation email was sent","Bevestigingsmail van bestelling verzonden"
"the shipment email is not sent","the shipment email is not sent"
"the shipment email was sent","the shipment email was sent"
"Comment for Zorgpunt:","Opmerking aan Zorgpunt"
"Seller:","Verkoper:"
"No comment provided","Er werd geen opmerking geplaatst."
"Sale","Verkoop"
"Open rental","Lopende huur"
"Closed rental: ","Einde huur: "
"Credit Memo Date: ","Datum Credit Memo: "
"SubTotal Excl. Tax","Subtot. excl Btw"
"SubTotal (Excl. Tax):","Subtotaal (Excl. Btw):"
"BirthDate Patient:","Geboortedatum patiënt: "
"Combo not allowed.","Dit product mag niet gecombineerd worden met andere items. Gelieve je mandje leeg te maken en het opnieuw toe te voegen."
"Unique item added, please proceed to checkout.","Dit product mag niet gecombineerd worden met andere items. Gelieve door te gaan naar de kassa."
"Combo with unique not allowed.","Je mandje bevat een artikel dat niet kan gecombineerd worden met andere."
